sale_dollars,datekey,Sales Event,SourceID,Measure,dice,product_class,Store,QueryDefID,startDate,endDate,CaseTypeName,SourceServer,SourceCatalog,SourceSchema
2714.8,2017-02-23,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
2846.88,2017-03-02,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3273.36,2017-03-09,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3014.6399999999994,2017-03-16,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
2598.3,2017-03-23,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
2755.78,2017-03-30,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3472.44,2017-04-06,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
2749.98,2017-04-13,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
2331.42,2017-04-20,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
2707.92,2017-04-27,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3461.5199999999995,2017-05-04,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3619.3,2017-05-11,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3412.44,2017-05-18,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
2399.76,2017-05-25,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
2661.66,2017-06-01,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3683.4,2017-06-08,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
2496.48,2017-06-15,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3115.2,2017-06-22,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
2340.7200000000003,2017-06-29,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
2856.72,2017-07-06,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3067.0,2017-07-13,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3643.02,2017-07-20,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3108.72,2017-07-27,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3530.4,2017-08-03,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3356.88,2017-08-10,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3382.0799999999995,2017-08-17,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3843.36,2017-08-24,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3846.96,2017-08-31,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3286.32,2017-09-07,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3607.44,2017-09-14,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
4005.66,2017-09-21,Normal Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3517.98,2017-09-28,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3338.64,2017-10-05,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3644.4,2017-10-12,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
3631.68,2017-10-19,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
2983.86,2017-10-26,Bad Sales Day,3,sale_dollars,datekey,Rum,Hillstreet News and Tobacco,89829a13c8d90f7bb65628c22c9a8d3a7834933f832abaa8aa6078bc30f69ac34337d697e85766f7aeca5f7754a7ff05e1c83536884ce49e036b41171a790e26,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
13421.31,2012-01-05,Bad Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
17524.28,2012-01-12,Bad Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
19235.04,2012-01-19,Normal Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
18524.49,2012-01-26,Normal Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
21971.480000000003,2012-02-02,Normal Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
18375.44,2012-02-09,Normal Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
22199.33,2012-02-16,Normal Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
17423.16,2012-02-23,Bad Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
16441.88,2012-03-01,Bad Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
17210.14,2012-03-08,Bad Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
19980.49,2012-03-15,Normal Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
17171.76,2012-03-22,Bad Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
20500.22,2012-03-29,Normal Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
15922.260000000002,2012-04-05,Bad Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
17563.53,2012-04-12,Bad Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
23378.03,2012-04-19,Normal Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
17997.0,2012-04-26,Normal Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
14599.8,2012-05-03,Bad Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
15091.16,2012-05-10,Bad Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
14512.43,2012-05-17,Bad Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
15660.87,2012-05-24,Bad Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
15103.929999999998,2012-05-31,Bad Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
14401.44,2012-06-07,Bad Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
22977.88,2012-06-14,Normal Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
18047.160000000003,2012-06-21,Normal Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
14273.7,2012-06-28,Bad Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
17561.57,2012-07-06,Bad Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
14528.13,2012-07-12,Bad Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
15707.16,2012-07-19,Bad Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
18295.99,2012-07-26,Normal Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
16451.82,2012-08-02,Bad Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
21061.57,2012-08-09,Normal Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
16391.239999999998,2012-08-16,Bad Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
17563.0,2012-08-23,Bad Sales Day,3,sale_dollars,datekey,"Whiskey,Vodka,Rum,Tequila,Gin",Hillstreet News and Tobacco,817af0153bba0a4269ea8b7b86a8ec34ae266a57b16a3d7c35e762f31ce617fa3417d5b530e5c75c11e6fe9479a61ef79804b5907b2e3776b3607f9ee32e9fe6,2005-01-01,2022-12-31,DailySalesPerf,KyvosNew,Eugene Training,iowa_liquor_sales
