ObjectType,ObjectName,Description,Utilization,ParametersJson,OutputNotes,ReferencedObjectsJson,IRI,CodeColumn,Code,AccessBitmap
VIEW,[dbo].[vwTimeSolutionsMetadata],"Object Type: VIEW, Object Name: dbo.vwTimeSolutionsMetadata: View the TimeSolutionsMetadata.","Use when you want this view included in the Time Molecules object catalog even though it does not carry embedded metadata JSON. Helpful for metadata search, discovery, and retrieval across both programmable objects and views.",NULL,NULL,NULL,NULL,NULL,NULL,-1
Instance,dbo.Metrics,Time between the previous and current event. This is the default metric based on the EventDate,NULL,NULL,NULL,NULL,NULL,Metric,Time Between,-1
Instance,dbo.Metrics,Fuel consumed between events.,NULL,NULL,NULL,NULL,NULL,Metric,Fuel,-1
Instance,dbo.Metrics,Weight change,NULL,NULL,NULL,NULL,NULL,Metric,Weight,-1
SQL_TABLE_VALUED_FUNCTION,[dbo].[SelectedEvents],"Database virtual data returns data, named, [dbo].[SelectedEvents]: Retrieves a time-ordered, ranked sequence of events filtered and transformed per user parameters, supporting event-set selection, date windowing, case and event property filters, custom transforms, metric extraction, and optional enumeration of repeated events.",NULL,[,,,,,,
"    { ""name"": ""@EventSet"",               ""type"": ""NVARCHAR(MAX)"",  ""default"": ""NULL"", ""description"": ""Comma-delimited events or code referencing dbo.ParseEventSet; required."" },",,,,,,,,,,
"    { ""name"": ""@enumerate_multiple_events"",""type"": ""INT"",           ""default"": ""NULL"", ""description"": ""If >0, appends sequence numbers to repeated event names; otherwise duplicates remain identical."" },",,,,,,,,,,
"    { ""name"": ""@StartDateTime"",          ""type"": ""DATETIME"",      ""default"": ""NULL"", ""description"": ""Inclusive lower bound for event dates; defaults to '1900-01-01' if NULL."" },",,,,,,,,,,
"    { ""name"": ""@EndDateTime"",            ""type"": ""DATETIME"",      ""default"": ""NULL"", ""description"": ""Inclusive upper bound for event dates; defaults to '2050-12-31' if NULL."" },",,,,,,,,,,
"    { ""name"": ""@transforms"",             ""type"": ""NVARCHAR(MAX)"",  ""default"": ""NULL"", ""description"": ""JSON mapping of event renames (fromKey→toKey)."" },",,,,,,,,,,
"    { ""name"": ""@ByCase"",                 ""type"": ""BIT"",           ""default"": ""1"",    ""description"": ""1 to partition by CaseID; 0 to treat all events as a single synthetic case."" },",,,,,,,,,,
"    { ""name"": ""@metric"",                 ""type"": ""NVARCHAR(20)"",  ""default"": ""NULL"", ""description"": ""Metric name in dbo.Metrics; defaults to 'Time Between' if NULL."" },",,,,,,,,,,
"    { ""name"": ""@CaseFilterProperties"",   ""type"": ""NVARCHAR(MAX)"",  ""default"": ""NULL"", ""description"": ""JSON object to filter which cases to include."" },",,,,,,,,,,
"    { ""name"": ""@EventFilterProperties"",  ""type"": ""NVARCHAR(MAX)"",  ""default"": ""NULL"", ""description"": ""JSON object to filter which events to include."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""CaseID"",                 ""type"": ""INT"",           ""description"": ""Case identifier (or –1 if @ByCase = 0)."" },",,,,,,,,,,
"    { ""name"": ""Event"",                  ""type"": ""NVARCHAR(20)"",  ""description"": ""Event name after transform, with optional enumeration suffix."" },",,,,,,,,,,
"    { ""name"": ""EventDate"",              ""type"": ""DATETIME2"",     ""description"": ""Timestamp of the event, including milliseconds."" },",,,,,,,,,,
"    { ""name"": ""Rank"",                   ""type"": ""INT"",           ""description"": ""Position of the event within its case (1 = first)."" },",,,,,,,,,,
"    { ""name"": ""EventOccurence"",         ""type"": ""INT"",           ""description"": ""Ordinal count of repeated occurrences of that event name in the case."" },",,,,,,,,,,
"    { ""name"": ""EventID"",                ""type"": ""INT"",           ""description"": ""Surrogate key from EventsFact."" },",,,,,,,,,,
"    { ""name"": ""MetricActualValue"",      ""type"": ""FLOAT"",         ""description"": ""Observed metric input value (if @metric ≠ 'Time Between')."" },",,,,,,,,,,
"    { ""name"": ""MetricExpectedValue"",    ""type"": ""FLOAT"",         ""description"": ""Expected metric value (if @metric ≠ 'Time Between')."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""dbo.ParseEventSet"",          ""type"": ""TVF"",        ""description"": ""Splits event-set codes into individual event names."" },",,,,,,,,,,
"    { ""name"": ""dbo.ParseTransforms"",        ""type"": ""TVF"",        ""description"": ""Parses JSON transforms into fromKey→toKey mappings."" },",,,,,,,,,,
"    { ""name"": ""dbo.UserAccessBitmap"",       ""type"": ""Scalar Function"", ""description"": ""Retrieves the current user's access bitmap for filtering."" },",,,,,,,,,,
"    { ""name"": ""dbo.EventPropertiesParsed"",  ""type"": ""Table"",      ""description"": ""Parsed event-level properties."" },",,,,,,,,,,
"    { ""name"": ""dbo.CasePropertiesParsed"",   ""type"": ""Table"",      ""description"": ""Parsed case-level properties."" },",,,,,,,,,,
"    { ""name"": ""OPENJSON"",                   ""type"": ""Built-in Function"", ""description"": ""Parses JSON text into rows."" }",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
SQL_TABLE_VALUED_FUNCTION,[dbo].[BayesianProbability],"Database virtual data returns data, named, [dbo].[BayesianProbability]: Calculates the joint and conditional probabilities of two event sequences occurring within the same case over a specified time range, returning counts and P(B|A), P(A|B), P(A), P(B).","Use when you want to measure how often one event sequence co-occurs with another within the same case or time bucket. Helpful for questions like 'given A, how likely is B,' especially in exploratory process intelligence or causal-hypothesis work.",[,,,,,,
"    { ""name"": ""@SeqA"",                  ""type"": ""NVARCHAR(MAX)"", ""default"": ""—"",   ""description"": ""CSV list defining sequence A."" },",,,,,,,,,,
"    { ""name"": ""@SeqB"",                  ""type"": ""NVARCHAR(MAX)"", ""default"": ""—"",   ""description"": ""CSV list defining sequence B."" },",,,,,,,,,,
"    { ""name"": ""@EventSet"",              ""type"": ""NVARCHAR(MAX)"", ""default"": ""—"",   ""description"": ""Optional CSV of all events; if NULL, union of SeqA and SeqB."" },",,,,,,,,,,
"    { ""name"": ""@StartDateTime"",         ""type"": ""DATETIME"",       ""default"": ""—"",   ""description"": ""Lower bound for event dates."" },",,,,,,,,,,
"    { ""name"": ""@EndDateTime"",           ""type"": ""DATETIME"",       ""default"": ""—"",   ""description"": ""Upper bound for event dates."" },",,,,,,,,,,
"    { ""name"": ""@transforms"",            ""type"": ""NVARCHAR(MAX)"", ""default"": ""—"",   ""description"": ""Optional event mapping rules."" },",,,,,,,,,,
"    { ""name"": ""@CaseFilterProperties"",  ""type"": ""NVARCHAR(MAX)"", ""default"": ""—"",   ""description"": ""JSON of case-level filter properties."" },",,,,,,,,,,
"    { ""name"": ""@EventFilterProperties"", ""type"": ""NVARCHAR(MAX)"", ""default"": ""—"",   ""description"": ""JSON of event-level filter properties."" },",,,,,,,,,,
"    { ""name"": ""@GroupType"",             ""type"": ""NVARCHAR(10)"",  ""default"": ""—"",   ""description"": ""Grouping key: 'CASEID','DAY','MONTH','YEAR'."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""ACount"",      ""type"": ""INT"",   ""description"": ""Number of cases containing sequence A."" },",,,,,,,,,,
"    { ""name"": ""BCount"",      ""type"": ""INT"",   ""description"": ""Number of cases containing sequence B."" },",,,,,,,,,,
"    { ""name"": ""A_Int_BCount"",""type"": ""INT"",   ""description"": ""Number of cases containing both A and B."" },",,,,,,,,,,
"    { ""name"": ""PB|A"",        ""type"": ""FLOAT"", ""description"": ""Conditional probability P(B|A)."" },",,,,,,,,,,
"    { ""name"": ""PA|B"",        ""type"": ""FLOAT"", ""description"": ""Conditional probability P(A|B)."" },",,,,,,,,,,
"    { ""name"": ""TotalCases"",  ""type"": ""INT"",   ""description"": ""Total distinct cases in the date range."" },",,,,,,,,,,
"    { ""name"": ""PA"",          ""type"": ""FLOAT"", ""description"": ""Probability of sequence A P(A)."" },",,,,,,,,,,
"    { ""name"": ""PB"",          ""type"": ""FLOAT"", ""description"": ""Probability of sequence B P(B)."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""dbo.SelectedEvents"",     ""type"": ""Table-Valued Function"", ""description"": ""Returns filtered events for given parameters."" },",,,,,,,,,,
"    { ""name"": ""dbo.DefaultGroupType"",   ""type"": ""Scalar Function"",        ""description"": ""Normalizes GroupType to CASEID/DAY/MONTH/YEAR."" },",,,,,,,,,,
"    { ""name"": ""dbo.EventSetByCode"",     ""type"": ""Scalar Function"",        ""description"": ""Resolves EventSetCode to comma-separated events."" },",,,,,,,,,,
"    { ""name"": ""string_split"",           ""type"": ""Built-in TVF"",            ""description"": ""Splits CSV into rows for sequence ranking."" }",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
Instance,Event Set,"Event Set--Code:None--Event Set:arrive,greeted",NULL,NULL,NULL,NULL,NULL,EventSetCode,NULL,-1
Instance,Event Set,Event Set--Code:None--Event Set:TIA,NULL,NULL,NULL,NULL,NULL,EventSetCode,NULL,-1
Instance,Event Set,"Event Set--Code:None--Event Set:bigtip,drinks",NULL,NULL,NULL,NULL,NULL,EventSetCode,NULL,-1
Instance,Event Set,Event Set--Code:None--Event Set:walmart2,NULL,NULL,NULL,NULL,NULL,EventSetCode,NULL,-1
Instance,Event Set,Event Set--Code:None--Event Set:poker,NULL,NULL,NULL,NULL,NULL,EventSetCode,NULL,-1
Instance,Event Set,Event Set--Code:None--Event Set:pokergamestates,NULL,NULL,NULL,NULL,NULL,EventSetCode,NULL,-1
Instance,Event Set,Event Set--Code:None--Event Set:cardiology,NULL,NULL,NULL,NULL,NULL,EventSetCode,NULL,-1
SQL_STORED_PROCEDURE,[dbo].[MarkovProcess2],"Database Stored procedure that executes a process, named, [dbo].[MarkovProcess2]: Computes a first-, second-, or third-order Markov model from the selected events, calculating per-segment statistics such as count, probability, aggregate metric values, entry/exit flags, and ordinal measures, and writing the computed rows to WORK.MarkovProcess for the current session. This is the central object of the Markov Model Ensemble.","Use when you want to compute a Markov model from filtered event data and return its segment statistics in procedure form, especially when temp-table logic is preferable to the TVF implementation. Helpful for generating first-, second-, or third-order model segments, comparing process behavior under different filters or transforms, and feeding the results into another procedure such as CreateUpdateMarkovProcess that is responsible for storing or updating the model.",[,,,,,,
"    { ""name"": ""@Order"",                     ""type"": ""INT"",          ""default"": ""NULL"", ""description"": ""Markov order (1–3); defaults to 1."" },",,,,,,,,,,
"    { ""name"": ""@EventSet"",                  ""type"": ""NVARCHAR(MAX)"", ""default"": ""NULL"", ""description"": ""CSV or code defining events to include."" },",,,,,,,,,,
"    { ""name"": ""@enumerate_multiple_events"", ""type"": ""INT"",          ""default"": ""NULL"", ""description"": ""0 to collapse duplicates; >0 to enumerate them."" },",,,,,,,,,,
"    { ""name"": ""@StartDateTime"",             ""type"": ""DATETIME"",     ""default"": ""NULL"", ""description"": ""Lower bound of event date range."" },",,,,,,,,,,
"    { ""name"": ""@EndDateTime"",               ""type"": ""DATETIME"",     ""default"": ""NULL"", ""description"": ""Upper bound of event date range."" },",,,,,,,,,,
"    { ""name"": ""@transforms"",                ""type"": ""NVARCHAR(MAX)"", ""default"": ""NULL"", ""description"": ""JSON mapping for event name transforms."" },",,,,,,,,,,
"    { ""name"": ""@ByCase"",                    ""type"": ""BIT"",          ""default"": ""1"",    ""description"": ""1 to partition by CaseID; 0 to treat all as one sequence."" },",,,,,,,,,,
"    { ""name"": ""@metric"",                    ""type"": ""NVARCHAR(20)"", ""default"": ""NULL"", ""description"": ""Metric for inter-event value (e.g., 'Time Between')."" },",,,,,,,,,,
"    { ""name"": ""@CaseFilterProperties"",      ""type"": ""NVARCHAR(MAX)"", ""default"": ""NULL"", ""description"": ""JSON of case-level filter properties."" },",,,,,,,,,,
"    { ""name"": ""@EventFilterProperties"",     ""type"": ""NVARCHAR(MAX)"", ""default"": ""NULL"", ""description"": ""JSON of event-level filter properties."" },",,,,,,,,,,
"    { ""name"": ""@DistinctCases"",             ""type"": ""INT"",          ""default"": ""NULL"", ""description"": ""OUTPUT. Number of distinct cases processed."" },",,,,,,,,,,
"    { ""name"": ""@ModelHighlights"",           ""type"": ""INT"",          ""default"": ""0"",    ""description"": ""Bitmap: 1 to save highlights; 2 to return highlights."" },",,,,,,,,,,
"    { ""name"": ""@ModelID"",                   ""type"": ""INT"",          ""default"": ""NULL"", ""description"": ""OUTPUT. ModelID created or refreshed."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""Resultset 1"", ""type"": ""Table"", ""description"": ""ModelEvents rows: Event1A→EventB stats (Max, Avg, Min, StDev, CoefVar, Rows, Prob, etc.)."" },",,,,,,,,,,
"    { ""name"": ""Resultset 2"", ""type"": ""Table"", ""description"": ""Anomaly highlights (if requested) with metric_zscore or low-prob flags per case."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""dbo.ModelsByParameters"",           ""type"": ""Table-Valued Function"", ""description"": ""Resolves or creates a ModelID by parameters."" },",,,,,,,,,,
"    { ""name"": ""dbo.InsertModel"",                  ""type"": ""Stored Procedure"",        ""description"": ""Upserts into Models and returns keys."" },",,,,,,,,,,
"    { ""name"": ""dbo.SelectedEvents"",               ""type"": ""Table-Valued Function"",   ""description"": ""Returns filtered, ordered event stream per case."" },",,,,,,,,,,
"    { ""name"": ""dbo.MetricValue"",                  ""type"": ""Scalar Function"",         ""description"": ""Computes a numeric metric per method."" },",,,,,,,,,,
